Airline,Sum of DISTANCE,,
JetBlue Airways,97342,,
Grand Total,97342,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Airline, DEPARTURE_DELAY,ARRIVAL_DELAY,
JetBlue Airways,-329,880,
Grand Total,-329,880,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,Total Number Of Flight
,,,83
,,,
,,,
,,,
Airline,Total Cancelled Flights,Number Of DIVERTED Flights,
JetBlue Airways,0,0,
Grand Total,0,0,
